Object,X1,Y1,X2,Y2,Confidence
dog,957,833,1527,1535,0.3755190372467041
potted plant,1228,259,1677,605,0.32488498091697693
person,452,340,2808,1867,0.7662307024002075
couch,2,1017,3486,2132,0.6831786632537842
potted plant,0,144,1545,1362,0.5603811740875244
dog,966,835,1536,1531,0.5100218057632446
vase,1405,386,1547,605,0.42085736989974976
chair,3644,1441,3839,1965,0.39817145466804504
potted plant,1234,259,1684,605,0.397289901971817
cup,3069,1663,3263,2149,0.3787047564983368
cup,3074,1837,3247,2141,0.3724060356616974
person,1620,339,2812,1856,0.3110330402851105
person,458,340,2811,1868,0.8112115263938904
couch,2,1017,3494,2132,0.6820759773254395
potted plant,0,147,1552,1364,0.5629509687423706
dog,967,835,1536,1534,0.5202866196632385
chair,3648,1440,3839,1968,0.46879372000694275
vase,1405,389,1548,605,0.45972955226898193
potted plant,1233,257,1686,604,0.40298691391944885
book,1828,736,2510,1250,0.31621891260147095
laptop,1849,849,2204,1245,0.3152007460594177
person,462,341,2809,1866,0.7938200831413269
couch,2,1018,3502,2132,0.6713199019432068
potted plant,0,146,1548,1362,0.5619922280311584
vase,1405,390,1548,606,0.5274099111557007
dog,967,835,1534,1534,0.5265379548072815
chair,3648,1439,3839,1969,0.43991759419441223
potted plant,1232,257,1686,604,0.4345913827419281
person,1622,339,2814,1858,0.33808672428131104
book,1834,740,2506,1246,0.3346607983112335
laptop,1851,852,2205,1240,0.30590829253196716
cup,3074,1666,3262,2150,0.30202144384384155
person,461,340,2810,1872,0.7970216274261475
couch,2,1016,3506,2132,0.6678746938705444
potted plant,0,145,1541,1362,0.5387119054794312
dog,969,836,1535,1531,0.5178301930427551
chair,3648,1439,3839,1966,0.4536823332309723
potted plant,1231,256,1683,604,0.43222275376319885
vase,1405,389,1547,605,0.4134133458137512
book,1835,754,2503,1245,0.3697516620159149
person,1623,340,2813,1858,0.3629540801048279
cup,3074,1664,3260,2150,0.32807958126068115
person,459,338,2814,1871,0.7854066491127014
couch,2,1018,3494,2132,0.7103993892669678
dog,967,831,1534,1528,0.5767487287521362
potted plant,0,146,1535,1354,0.44888556003570557
potted plant,1234,259,1687,604,0.4254804849624634
book,1836,745,2505,1246,0.4140413701534271
vase,1404,385,1547,605,0.4061836898326874
chair,3648,1440,3839,1964,0.3945882022380829
cup,3074,1662,3262,2148,0.3607076406478882
person,1633,339,2815,1854,0.33150815963745117
person,460,335,2799,1869,0.8041078448295593
couch,2,1012,3467,2133,0.7035870552062988
potted plant,2,143,1531,1346,0.6250828504562378
vase,1402,385,1545,603,0.48919057846069336
potted plant,1229,258,1683,603,0.4675140976905823
chair,3647,1438,3839,1962,0.46696168184280396
dog,961,825,1528,1530,0.4359395205974579
cup,3072,1657,3262,2140,0.40461358428001404
vase,1621,431,1734,603,0.32723942399024963
person,445,337,2799,1863,0.8023676872253418
couch,1,1005,3471,2134,0.7056336998939514
potted plant,0,136,1525,1345,0.5816477537155151
dog,961,822,1519,1528,0.4779551029205322
vase,1406,379,1541,598,0.4445110559463501
chair,3648,1437,3839,1963,0.41755589842796326
cup,3073,1654,3263,2134,0.3966860771179199
potted plant,1230,254,1679,600,0.33325672149658203
cup,3249,1681,3454,2145,0.30540308356285095
person,421,336,2791,1861,0.8109367489814758
couch,2,1001,3461,2134,0.6830651164054871
potted plant,0,135,1513,1324,0.5299797058105469
vase,1404,379,1541,599,0.529617190361023
chair,3646,1434,3839,1959,0.47304290533065796
cup,3074,1653,3263,2132,0.4543251097202301
potted plant,1227,253,1675,601,0.3824678063392639
dog,963,818,1506,1527,0.3812040090560913
cup,3078,1815,3249,2128,0.3298310935497284
vase,1619,421,1734,598,0.3102850317955017
laptop,1854,852,2199,1229,0.30656129121780396
person,443,333,2781,1852,0.823394238948822
couch,2,995,3459,2132,0.6623794436454773
vase,1402,379,1540,594,0.6069310903549194
dog,963,820,1509,1515,0.5558070540428162
potted plant,0,133,1520,1312,0.5078871846199036
chair,3649,1428,3839,1962,0.461737722158432
cup,3073,1653,3264,2127,0.44466787576675415
vase,1618,419,1734,598,0.3780697286128998
potted plant,1224,247,1676,595,0.36893731355667114
cup,2064,693,2209,830,0.3348858952522278
chair,2958,1421,3623,1907,0.31211185455322266
cell phone,732,3089,994,3181,0.8687997460365295
person,522,1622,1661,3889,0.7216127514839172
person,45,1607,1667,4072,0.6481667160987854
couch,0,2089,2160,4079,0.491818904876709
cell phone,734,3089,996,3181,0.866576611995697
person,525,1622,1663,3877,0.7073163390159607
person,26,1607,1672,4073,0.6652494668960571
couch,1,2088,2160,4078,0.47588837146759033
laptop,0,3049,1080,3708,0.3167860507965088
dining table,1266,2655,2157,3892,0.3073449432849884
cell phone,736,3087,999,3177,0.8853948712348938
person,547,1622,1665,3913,0.7104008793830872
person,59,1609,1674,4079,0.6144809126853943
couch,1,2088,2160,4078,0.48891156911849976
cell phone,740,3087,1001,3178,0.8738024830818176
person,562,1621,1668,3923,0.6983891129493713
person,43,1603,1677,4083,0.5957460403442383
couch,1,2086,2160,4079,0.48434627056121826
laptop,0,3054,1085,3706,0.3298167586326599
dining table,1269,2614,2156,3895,0.3051239848136902
cell phone,740,3086,1003,3177,0.8756881952285767
person,558,1620,1671,3885,0.6997151374816895
person,37,1601,1682,4059,0.5673578977584839
couch,1,2086,2160,4080,0.47237473726272583
laptop,0,3058,1087,3704,0.3793925344944
cell phone,739,3085,1007,3180,0.8860543370246887
person,509,1618,1673,3901,0.6999159455299377
person,39,1602,1686,4066,0.6438755393028259
couch,1,2085,2160,4079,0.49869561195373535
cell phone,739,3084,1008,3182,0.903164803981781
person,466,1617,1674,3898,0.7197736501693726
person,68,1602,1687,4070,0.6736704707145691
couch,2,2084,2160,4079,0.4902792274951935
cell phone,740,3084,1012,3178,0.8625419735908508
person,366,1616,1676,3899,0.736655056476593
couch,1,2083,2160,4081,0.49585258960723877
laptop,1,3056,1089,3696,0.3011604845523834
cell phone,740,3083,1007,3177,0.834926962852478
person,327,1615,1677,3864,0.7395630478858948
couch,1,2082,2160,4080,0.47401556372642517
cell phone,744,3083,1007,3175,0.8494292497634888
person,372,1614,1678,3891,0.7131216526031494
couch,1,2080,2160,4078,0.4623388648033142
cell phone,746,3084,1016,3177,0.8507788777351379
person,384,1613,1679,3917,0.7049046754837036
couch,1,2079,2160,4079,0.43309569358825684
laptop,247,3081,1072,3672,0.3216145634651184
person,382,1612,1680,3966,0.7050120234489441
cell phone,745,3088,1015,3178,0.6791741251945496
couch,1,2079,2160,4079,0.44908520579338074
laptop,245,3081,1072,3673,0.3154323399066925
person,413,1612,1680,3962,0.6959041357040405
cell phone,751,3091,1032,3183,0.6108919978141785
couch,2,2079,2160,4078,0.44209399819374084
person,424,1614,1680,3901,0.6884111762046814
cell phone,752,3092,1038,3182,0.6396490335464478
person,2,1594,1701,4046,0.5080307126045227
couch,2,2078,2160,4077,0.45891961455345154
person,392,1614,1681,3943,0.6978319883346558
cell phone,754,3093,1040,3182,0.6573287844657898
couch,1,2079,2160,4078,0.4765934348106384
cell phone,756,3092,1047,3190,0.7098255753517151
person,410,1616,1682,3977,0.6853765845298767
couch,1,2079,2160,4078,0.47950267791748047
laptop,244,3082,1076,3674,0.36258360743522644
cell phone,762,3098,1050,3196,0.7419680953025818
person,487,1616,1685,3982,0.6794072389602661
couch,1,2080,2160,4079,0.4850029945373535
person,3,1592,1707,4060,0.39839592576026917
cell phone,767,3097,1050,3190,0.7399762272834778
person,545,1614,1685,3978,0.6791524291038513
couch,0,2078,2160,4076,0.45371800661087036
cell phone,768,3097,1050,3192,0.7539230585098267
person,484,1611,1687,4020,0.6889963150024414
couch,0,2076,2160,4078,0.45618927478790283
person,8,1593,1702,4057,0.375632643699646
cell phone,773,3106,1054,3198,0.7735840678215027
person,528,1609,1692,3968,0.6890506148338318
couch,0,2073,2160,4078,0.48372963070869446
laptop,1,3049,1101,3687,0.43873050808906555
cell phone,776,3112,1056,3201,0.7182467579841614
person,412,1607,1696,3860,0.7098730802536011
couch,0,2070,2160,4079,0.4886513352394104
laptop,0,3047,1104,3684,0.41998594999313354
person,403,1605,1698,3969,0.7104644179344177
cell phone,775,3114,1057,3200,0.6895081996917725
laptop,1,3048,1107,3680,0.5256149768829346
couch,0,2068,2160,4082,0.5179913640022278
person,381,1602,1699,3908,0.7196131348609924
cell phone,773,3111,1055,3200,0.7138925194740295
couch,0,2067,2160,4083,0.5157502293586731
laptop,0,3047,1108,3677,0.456997811794281
cell phone,774,3108,1053,3200,0.7430611252784729
person,426,1599,1698,3915,0.7096647620201111
couch,0,2065,2160,4082,0.5314661264419556
laptop,0,3045,1106,3675,0.49559035897254944
car,318,1585,644,1939,0.876661479473114
car,2636,1285,2921,1448,0.8677042722702026
car,2365,1657,2743,1891,0.8635472655296326
car,1765,1186,2023,1373,0.8469556570053101
car,1078,1152,1272,1318,0.8194292783737183
car,2194,1231,2460,1417,0.8081735372543335
car,772,1447,1030,1677,0.8040793538093567
car,1998,1379,2279,1580,0.8030343055725098
car,2186,1061,2383,1191,0.7930881381034851
car,1301,1334,1577,1601,0.7881312966346741
car,930,1852,1266,1995,0.7831450700759888
car,1546,1024,1725,1159,0.7784181237220764
car,375,1299,600,1525,0.7613370418548584
car,1604,879,1741,974,0.7473317384719849
car,2395,1388,2711,1577,0.7403537034988403
car,990,952,1146,1095,0.7349217534065247
car,2674,1891,2997,1994,0.703227162361145
car,426,840,567,961,0.6897807121276855
car,2322,1147,2543,1283,0.6796369552612305
car,2003,954,2175,1066,0.637412428855896
car,1819,1010,2011,1137,0.6286687850952148
car,1689,922,1843,1032,0.6036965847015381
car,2871,605,2963,673,0.6035866737365723
car,1393,920,1540,1050,0.6012293696403503
car,1966,1096,2186,1260,0.5781207084655762
car,743,1104,919,1266,0.5757070779800415
car,683,840,809,968,0.5517574548721313
car,390,986,541,1134,0.5344210267066956
truck,2650,1431,2997,1752,0.5306457877159119
car,715,1003,866,1144,0.5210404396057129
car,1892,869,2044,976,0.5154310464859009
car,542,728,642,808,0.4853004813194275
car,665,604,765,679,0.4645993113517761
car,940,824,1062,923,0.46419936418533325
car,733,716,836,812,0.46263474225997925
car,1341,823,1475,946,0.4423424005508423
car,1267,758,1383,876,0.43222513794898987
car,369,1100,521,1246,0.43150413036346436
car,2652,1432,2998,1752,0.3567847013473511
car,2757,552,2827,622,0.34852883219718933
car,1683,762,1787,841,0.3366105854511261
person,364,178,754,793,0.8906266689300537
bicycle,817,315,930,388,0.8320239186286926
car,1035,267,1199,506,0.832006573677063
bicycle,165,513,974,794,0.8157932162284851
person,67,253,118,378,0.7808172702789307
car,137,250,476,398,0.7356041669845581
person,0,253,25,377,0.6161349415779114
backpack,290,465,392,656,0.5549809336662292
car,964,267,1184,399,0.5104271769523621
person,17,257,51,361,0.4791668951511383
person,841,266,912,374,0.4446410536766052
person,664,259,700,337,0.4151184856891632
traffic light,0,149,19,208,0.33716410398483276
person,661,263,688,334,0.316557914018631
dog,51,64,123,169,0.9037986397743225
person,122,62,234,165,0.8512802720069885
dog,51,64,123,169,0.9037986397743225
person,122,62,234,165,0.8512802720069885
person,364,178,754,793,0.8906266689300537
bicycle,817,315,930,388,0.8320239186286926
car,1035,267,1199,506,0.832006573677063
bicycle,165,513,974,794,0.8157932162284851
person,67,253,118,378,0.7808172702789307
car,137,250,476,398,0.7356041669845581
person,0,253,25,377,0.6161349415779114
backpack,290,465,392,656,0.5549809336662292
car,964,267,1184,399,0.5104271769523621
person,17,257,51,361,0.4791668951511383
person,841,266,912,374,0.4446410536766052
person,664,259,700,337,0.4151184856891632
traffic light,0,149,19,208,0.33716410398483276
person,661,263,688,334,0.316557914018631
person,433,255,2704,1790,0.8121103644371033
couch,1,922,3523,2130,0.6821884512901306
potted plant,0,70,1544,1280,0.5702970027923584
vase,1406,310,1546,527,0.4744899272918701
potted plant,1227,176,1685,529,0.45318713784217834
cup,3021,1618,3405,2107,0.39459773898124695
cat,981,817,1466,1455,0.37317484617233276
cup,3178,1637,3405,2107,0.3633260726928711
potted plant,482,444,1534,1025,0.36164477467536926
cup,3017,1620,3232,2101,0.31754323840141296
laptop,3596,1402,3839,2064,0.30291521549224854
person,433,249,2703,1787,0.8178498148918152
couch,2,921,3525,2131,0.7071849703788757
potted plant,0,76,1539,1272,0.6432104706764221
potted plant,1226,173,1681,524,0.5617194175720215
cup,3180,1634,3405,2101,0.44587069749832153
cat,982,823,1467,1455,0.3941686153411865
cup,3022,1614,3404,2103,0.3906104564666748
laptop,3597,1396,3839,2057,0.3653060793876648
potted plant,479,440,1534,1023,0.3437305688858032
vase,1407,310,1545,522,0.33009085059165955
cup,3014,1613,3230,2096,0.3027799129486084
person,426,246,2697,1786,0.8060901761054993
potted plant,0,68,1538,1270,0.6909758448600769
couch,3,914,3517,2129,0.6692179441452026
vase,1404,298,1547,521,0.5675523281097412
cat,977,808,1483,1459,0.5583069920539856
potted plant,1227,164,1682,517,0.5133703947067261
cup,3177,1631,3403,2097,0.4676128625869751
laptop,3601,1392,3839,2052,0.43546563386917114
cup,3025,1611,3402,2099,0.41384679079055786
book,1823,776,2188,1158,0.3341163396835327
chair,2923,1378,3585,1857,0.3230065107345581
cup,3015,1609,3244,2093,0.3142155408859253
person,417,239,2742,1774,0.8138509392738342
couch,5,901,3527,2133,0.6721377372741699
potted plant,0,61,1538,1278,0.639045000076294
dog,968,796,1513,1448,0.5056133270263672
vase,1405,298,1540,515,0.46979820728302
potted plant,1228,161,1676,514,0.4439396560192108
cup,3008,1595,3217,2079,0.37359100580215454
cup,3167,1633,3395,2092,0.3329101502895355
person,432,234,2737,1775,0.8009456396102905
couch,6,908,3521,2130,0.6467796564102173
potted plant,0,52,1534,1288,0.6170678734779358
potted plant,1218,158,1676,509,0.552337646484375
vase,1401,291,1534,511,0.5204365849494934
cup,3001,1595,3197,2074,0.3709997534751892
cat,960,776,1513,1443,0.34416723251342773
book,1815,785,2195,1151,0.3135426938533783
cup,3165,1625,3384,2085,0.30436384677886963
person,407,234,2712,1774,0.7929355502128601
couch,6,909,3522,2131,0.6561669707298279
potted plant,0,52,1525,1275,0.6091257333755493
potted plant,1213,155,1677,507,0.5121643543243408
vase,1388,296,1530,508,0.36882495880126953
chair,2913,1349,3567,1838,0.3478463888168335
vase,1603,335,1729,508,0.3262081444263458
cup,3157,1620,3377,2082,0.3102082908153534
dog,956,778,1484,1440,0.3065083920955658
person,417,230,2685,1764,0.789158284664154
couch,6,909,3530,2130,0.6952607035636902
potted plant,1205,152,1674,503,0.5720108151435852
potted plant,0,50,1528,1247,0.5322641730308533
cup,2992,1590,3182,2071,0.3952445089817047
cup,3154,1613,3368,2078,0.32866472005844116
person,400,231,2687,1769,0.7767438292503357
couch,8,907,3540,2132,0.6815155148506165
potted plant,1201,146,1656,497,0.5888851881027222
potted plant,0,53,1525,1259,0.5383924245834351
vase,1374,277,1522,499,0.46518126130104065
dog,947,776,1473,1436,0.4107345640659332
vase,1598,321,1719,501,0.38550546765327454
cup,2986,1587,3177,2069,0.34587645530700684
person,1275,225,2702,1773,0.3335012197494507
cup,3146,1612,3362,2081,0.3323097825050354
person,370,201,2729,1770,0.8001652359962463
vase,1367,269,1516,491,0.5914047956466675
couch,9,907,3527,2132,0.5653352737426758
potted plant,1196,144,1650,494,0.5228555798530579
potted plant,0,28,1512,1253,0.51455157995224
cup,3145,1612,3357,2074,0.44682562351226807
cup,2979,1582,3174,2064,0.4209040701389313
chair,2881,1347,3548,1820,0.41412153840065
book,1797,707,2463,1165,0.36106351017951965
vase,1594,315,1713,497,0.309932678937912
dog,943,768,1457,1430,0.3013957738876343
person,364,203,2738,1772,0.7970348596572876
couch,9,906,3523,2131,0.5611386895179749
vase,1369,268,1515,490,0.5572053790092468
potted plant,1193,144,1649,493,0.5512701272964478
potted plant,0,33,1516,1258,0.46393492817878723
chair,2881,1344,3547,1820,0.4610949754714966
cup,3143,1611,3357,2074,0.43705233931541443
cup,2977,1581,3177,2063,0.41260460019111633
couch,25,214,3118,2106,0.41210561990737915
book,1799,725,2466,1171,0.3728146553039551
person,939,765,1468,1433,0.32165151834487915
vase,1595,315,1713,495,0.31658732891082764
person,361,201,2756,1772,0.7974081635475159
vase,1369,268,1514,490,0.5710479617118835
potted plant,1192,146,1648,493,0.5442597270011902
potted plant,0,34,1510,1255,0.5331943035125732
couch,10,904,3518,2133,0.4882524013519287
couch,17,215,3148,2113,0.47399723529815674
cup,2975,1580,3177,2064,0.4387713670730591
cup,3141,1610,3356,2074,0.4199264645576477
chair,2881,1344,3546,1819,0.40294963121414185
book,1798,709,2470,1169,0.3593621551990509
vase,1595,315,1711,495,0.3480837643146515
person,357,200,2720,1771,0.822507917881012
vase,1368,269,1514,490,0.6012089848518372
potted plant,1194,147,1648,493,0.5612314939498901
couch,10,903,3516,2136,0.5320713520050049
couch,2,208,3194,2117,0.471593976020813
vase,1595,315,1711,496,0.40994125604629517
potted plant,0,32,1512,1250,0.40493571758270264
cup,3142,1612,3356,2074,0.4035893678665161
cup,2975,1582,3171,2064,0.39032402634620667
chair,2884,1345,3546,1820,0.34662142395973206
book,1799,673,2469,1122,0.3207348585128784
person,935,761,1455,1434,0.3060072064399719
book,1805,743,2254,1123,0.3019358217716217
person,387,218,2711,1764,0.8000746369361877
vase,1367,270,1514,494,0.6817867755889893
couch,10,899,3514,2134,0.5470243096351624
potted plant,1196,147,1647,496,0.5249607563018799
couch,0,203,3420,2120,0.4570263922214508
vase,1596,314,1710,496,0.4053896367549896
potted plant,0,43,1510,1241,0.4042568504810333
cup,2975,1575,3190,2061,0.37938445806503296
cup,3138,1612,3356,2074,0.37734726071357727
book,1811,728,2467,1113,0.3357384502887726
person,388,228,2728,1773,0.7978832125663757
potted plant,1190,147,1649,500,0.6263889074325562
couch,6,909,3505,2129,0.6255136132240295
potted plant,0,46,1513,1220,0.5114476084709167
vase,1373,275,1514,498,0.5074030756950378
vase,1594,317,1710,501,0.45528608560562134
couch,4,214,3296,2119,0.43520256876945496
cup,3138,1613,3356,2080,0.41281309723854065
cup,2975,1580,3191,2066,0.35784992575645447
chair,2884,1346,3546,1823,0.3378320634365082
person,392,229,2738,1776,0.8153907060623169
couch,6,911,3510,2128,0.5851207971572876
potted plant,1192,149,1646,503,0.5515836477279663
potted plant,0,46,1511,1218,0.5477697849273682
vase,1372,274,1513,502,0.5457625985145569
couch,0,214,3446,2123,0.4916823208332062
vase,1595,319,1711,502,0.4908805191516876
cup,3138,1613,3356,2083,0.38169482350349426
cup,2974,1587,3212,2070,0.3155355453491211
book,1812,699,2478,1176,0.31266382336616516
potted plant,451,418,1499,984,0.3050116002559662
person,400,235,2745,1776,0.7797472476959229
vase,1372,282,1516,505,0.7017421722412109
couch,6,912,3499,2129,0.6320743560791016
potted plant,0,47,1519,1267,0.5823410153388977
couch,0,216,3470,2125,0.5340779423713684
potted plant,1194,151,1647,507,0.4633171558380127
vase,1596,320,1711,503,0.462693989276886
person,1398,230,2737,1782,0.39785251021385193
cup,3143,1618,3356,2085,0.3950938582420349
cup,2975,1580,3192,2069,0.31516221165657043
person,401,238,2737,1777,0.7720192074775696
couch,6,915,3497,2129,0.6726564168930054
potted plant,0,36,1525,1272,0.6061267256736755
potted plant,1198,151,1648,504,0.5722613334655762
vase,1373,285,1518,504,0.561722457408905
couch,0,245,3291,2128,0.5269825458526611
vase,1596,321,1712,503,0.49703389406204224
cup,3144,1618,3357,2086,0.3994588255882263
person,1409,233,2730,1783,0.3972168564796448
cup,2974,1588,3174,2072,0.3400542140007019
cat,914,773,1456,1443,0.32237473130226135
person,399,240,2731,1780,0.7645902037620544
potted plant,0,29,1524,1268,0.6805944442749023
couch,6,916,3516,2128,0.6441868543624878
potted plant,1200,151,1655,503,0.5693839192390442
vase,1374,286,1520,504,0.5478137135505676
cup,3148,1618,3358,2087,0.4492352604866028
couch,0,234,3495,2122,0.4382185935974121
person,1427,235,2729,1783,0.417692631483078
vase,1598,325,1715,505,0.36637255549430847
cup,2978,1588,3170,2073,0.36512988805770874
cat,912,768,1448,1442,0.30941399931907654
person,398,241,2744,1775,0.7846024036407471
potted plant,0,48,1526,1264,0.6432332396507263
couch,5,919,3489,2129,0.6342641711235046
potted plant,1205,156,1674,504,0.6016280651092529
cup,3150,1614,3369,2088,0.38373804092407227
couch,0,232,3572,2122,0.3386106789112091
vase,1387,290,1527,504,0.3178475499153137
person,402,238,2756,1779,0.8171538710594177
potted plant,0,47,1530,1280,0.6843423247337341
couch,4,920,3508,2128,0.6397125124931335
potted plant,1213,151,1673,504,0.5081014633178711
vase,1395,292,1530,505,0.4175187051296234
vase,1607,328,1730,505,0.31165555119514465
laptop,3579,1364,3839,2033,0.30453771352767944
person,403,237,2772,1777,0.8076567649841309
potted plant,0,48,1541,1289,0.6852667331695557
couch,4,919,3507,2128,0.6625754237174988
potted plant,1221,153,1679,506,0.47799888253211975
vase,1403,286,1535,506,0.4726483225822449
vase,1618,329,1733,505,0.39925363659858704
couch,62,230,3549,2124,0.37149617075920105
person,406,235,2773,1779,0.825987696647644
couch,4,920,3480,2129,0.6822132468223572
potted plant,0,45,1541,1292,0.647704005241394
potted plant,1228,157,1678,508,0.44374072551727295
vase,1406,288,1539,509,0.43732941150665283
vase,1621,330,1735,507,0.3956046998500824
cup,3000,1587,3184,2072,0.3411858081817627
laptop,3587,1365,3839,2017,0.3034660518169403
person,401,235,2765,1780,0.8124752640724182
couch,4,921,3494,2130,0.6784207820892334
potted plant,0,53,1547,1289,0.67570960521698
potted plant,1229,158,1677,511,0.528856098651886
vase,1405,294,1540,511,0.5064853429794312
vase,1621,335,1735,506,0.39628857374191284
person,384,240,2768,1787,0.8010657429695129
couch,4,920,3478,2130,0.674694836139679
potted plant,0,53,1538,1293,0.6237321496009827
potted plant,1224,165,1675,512,0.5575098395347595
vase,1405,295,1541,515,0.5096516609191895
cup,2999,1588,3201,2075,0.38549891114234924
couch,33,240,3442,2122,0.3540467917919159
person,405,242,2772,1788,0.8346697688102722
couch,6,920,3526,2138,0.7108832001686096
potted plant,0,64,1526,1292,0.6438096761703491
potted plant,1225,164,1676,514,0.5588186383247375
vase,1405,291,1540,516,0.5310585498809814
cup,3158,1619,3380,2094,0.3973904252052307
person,398,245,2770,1791,0.7999613285064697
couch,5,924,3489,2129,0.6911198496818542
potted plant,0,63,1532,1299,0.6210077404975891
potted plant,1216,167,1675,518,0.594075083732605
vase,1402,298,1537,522,0.5547401905059814
couch,50,239,3417,2128,0.42549100518226624
cup,3158,1623,3379,2092,0.3135145902633667
potted plant,0,69,1525,1299,0.7134587168693542
person,389,248,2730,1789,0.7069388031959534
couch,5,924,3474,2130,0.6597317457199097
potted plant,1210,178,1674,522,0.6126669049263
person,1239,252,2725,1797,0.49552464485168457
vase,1398,298,1533,523,0.45268499851226807
couch,24,271,3356,2131,0.43825384974479675
cat,876,767,1454,1468,0.3829834759235382
cup,3150,1624,3370,2100,0.3479219377040863
person,316,249,2736,1795,0.779659628868103
potted plant,0,72,1519,1309,0.7298739552497864
couch,5,930,3414,2128,0.6413025856018066
vase,1383,305,1528,527,0.4795070290565491
potted plant,1209,182,1666,528,0.4373416304588318
cat,871,770,1427,1470,0.3935844302177429
vase,1604,342,1728,528,0.3757668435573578
laptop,3569,1380,3838,2065,0.35453522205352783
person,381,260,2750,1807,0.7839771509170532
potted plant,0,74,1509,1285,0.6999649405479431
couch,6,932,3447,2129,0.6331415772438049
vase,1370,312,1520,534,0.534758448600769
cup,2970,1608,3158,2095,0.4134161174297333
potted plant,1202,195,1636,535,0.362896203994751
laptop,1783,815,2144,1178,0.3609834313392639
dog,529,648,779,823,0.9141201376914978
person,541,207,680,609,0.8586536049842834
car,672,318,882,404,0.6676076650619507
bicycle,657,365,762,527,0.4763607978820801
person,954,305,996,433,0.40874266624450684
car,215,199,418,348,0.39556482434272766
traffic light,471,83,500,157,0.38225674629211426
car,21,235,348,417,0.3745710551738739
traffic light,608,82,634,136,0.3367217779159546
dog,528,648,780,823,0.9056851267814636
person,549,204,682,611,0.885029137134552
car,678,320,897,404,0.6925615668296814
bicycle,657,371,762,527,0.4245331287384033
car,215,199,418,347,0.4230499267578125
car,20,234,347,415,0.3717634081840515
person,953,306,996,433,0.36734285950660706
traffic light,471,83,501,156,0.3613246977329254
traffic light,608,82,634,136,0.359191358089447
dog,528,648,780,824,0.9081321954727173
person,556,204,684,610,0.8810175061225891
car,680,319,905,404,0.7521302700042725
bicycle,658,373,762,528,0.430170476436615
car,215,199,418,347,0.42900651693344116
person,953,305,996,433,0.4152970016002655
car,20,234,348,411,0.38724285364151
traffic light,471,83,501,156,0.34462565183639526
traffic light,608,82,634,136,0.33884263038635254
dog,529,647,779,824,0.9081614017486572
person,560,204,690,610,0.8772904872894287
car,690,319,911,402,0.694648265838623
car,215,199,418,346,0.4424777030944824
person,953,306,996,433,0.3890973925590515
car,18,234,348,411,0.3819061815738678
traffic light,608,82,634,136,0.34697332978248596
traffic light,471,83,501,156,0.3361588716506958
bicycle,665,372,761,527,0.316071093082428
dog,529,648,779,823,0.9028742909431458
person,563,205,698,605,0.8521035313606262
car,687,320,918,403,0.6311874985694885
car,215,199,418,347,0.43544620275497437
car,20,234,349,409,0.3778705894947052
person,952,304,996,433,0.3467785716056824
bicycle,666,373,761,528,0.3239644169807434
traffic light,608,82,634,136,0.31935495138168335
traffic light,471,83,501,156,0.3161826431751251
dog,529,647,779,822,0.9084988832473755
person,567,206,703,609,0.8533737063407898
car,687,320,921,402,0.6386972665786743
car,214,199,418,346,0.4466974437236786
car,19,234,348,410,0.3828955888748169
person,952,305,996,434,0.3746536076068878
traffic light,608,82,634,136,0.3632294237613678
traffic light,471,83,501,156,0.3235844373703003
dog,529,648,779,821,0.9204293489456177
person,574,209,707,608,0.8787819147109985
car,691,320,908,400,0.5764199495315552
car,214,199,418,346,0.4575847387313843
car,19,234,347,409,0.375998854637146
person,949,306,997,434,0.3361564874649048
traffic light,608,82,634,136,0.3289673626422882
traffic light,471,83,501,156,0.310696005821228
dog,529,648,779,821,0.9169552326202393
person,579,217,710,607,0.88648921251297
car,709,317,915,401,0.4829818308353424
person,951,305,995,433,0.4661625325679779
car,214,199,418,346,0.46332094073295593
car,19,234,348,411,0.3663857877254486
traffic light,471,83,501,156,0.32960495352745056
traffic light,608,82,634,136,0.3212958872318268
dog,529,647,779,821,0.9155187606811523
person,586,222,714,606,0.8743771910667419
car,716,318,908,402,0.5435471534729004
car,215,199,418,346,0.471680223941803
person,951,306,995,433,0.3994837701320648
car,21,234,348,410,0.35895588994026184
traffic light,471,83,501,156,0.3350042402744293
traffic light,608,82,634,136,0.32096055150032043
dog,529,648,779,821,0.9190098643302917
person,591,222,722,603,0.8940686583518982
car,724,317,925,404,0.6843507289886475
car,214,199,418,346,0.4776036739349365
car,18,235,348,411,0.39337998628616333
traffic light,471,83,501,157,0.3479035198688507
traffic light,608,82,634,136,0.3155823051929474
dog,529,648,779,821,0.9267479181289673
person,592,223,729,604,0.8925280570983887
car,733,318,942,404,0.7269563674926758
car,214,199,418,346,0.46646416187286377
car,19,234,348,415,0.422117680311203
person,947,308,995,433,0.3720608055591583
traffic light,471,83,501,157,0.3698490262031555
traffic light,608,82,634,137,0.3495318591594696
dog,529,648,779,822,0.925687313079834
person,593,223,733,604,0.8970045447349548
car,734,317,955,406,0.731471836566925
car,214,199,418,346,0.4467339813709259
car,20,234,348,416,0.39394411444664
traffic light,471,83,501,157,0.3463389575481415
traffic light,608,82,634,136,0.3411804437637329
person,946,307,995,434,0.3364103436470032
dog,529,648,779,822,0.9251113533973694
person,595,224,735,600,0.8865163922309875
car,738,318,955,403,0.7114176154136658
car,214,199,418,346,0.46181073784828186
car,17,235,348,416,0.40475672483444214
traffic light,608,82,634,136,0.32503727078437805
